state,city,locality,area_sqft,bedrooms,bathrooms,parking,property_age_years,property_type,furnishing,floor_no,total_floors,price_inr
Jammu and Kashmir,Srinagar,Rajbagh,1605,2,1,3,2,Independent House,Semi-Furnished,14,15,11333000.0
Madhya Pradesh,Bhopal,Arera Colony,572,4,4,2,12,Apartment,Unfurnished,18,19,2803000.0
Manipur,Imphal,Lamphelpat,2659,3,3,2,5,Villa,Unfurnished,23,24,9685000.0
Chandigarh,Chandigarh City,Sector 44,1733,3,3,2,1,Builder Floor,Semi-Furnished,18,19,15717000.0
Puducherry,Puducherry City,Reddiarpalayam,1835,2,2,1,5,Builder Floor,Semi-Furnished,22,23,9612000.0
Jammu and Kashmir,Srinagar,Rajbagh,1688,3,4,2,12,Builder Floor,Unfurnished,3,12,10378000.0
Chhattisgarh,Raipur,Civil Lines,734,5,4,2,18,Apartment,Unfurnished,14,25,3003000.0
Arunachal Pradesh,Itanagar,Chandranagar,350,4,5,0,12,Apartment,Unfurnished,16,26,950000.0
Lakshadweep,Kavaratti,Kavaratti Town,706,2,3,1,5,Builder Floor,Unfurnished,21,22,2706000.0
Karnataka,Bengaluru,Electronic City,1531,2,3,1,8,Independent House,Semi-Furnished,10,28,11262000.0
Ladakh,Leh,Leh Market,784,3,4,1,5,Independent House,Semi-Furnished,3,19,3905000.0
Delhi,New Delhi,Vasant Vihar,722,3,4,2,5,Apartment,Unfurnished,1,5,18055000.0
Nagaland,Kohima,Midland,798,1,1,3,12,Independent House,Unfurnished,10,11,2454000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,1089,2,2,2,8,Independent House,Unfurnished,4,7,6284000.0
Ladakh,Leh,Skara,1106,4,3,1,5,Independent House,Unfurnished,1,25,3901000.0
Maharashtra,Mumbai,Andheri,580,3,2,2,2,Apartment,Semi-Furnished,8,29,12268000.0
Puducherry,Puducherry City,Lawspet,525,2,2,2,5,Apartment,Furnished,0,22,3156000.0
Telangana,Hyderabad,Madhapur,859,5,4,3,5,Apartment,Unfurnished,16,26,7650000.0
Karnataka,Mysuru,Vijayanagar,685,4,4,3,12,Apartment,Unfurnished,7,16,2874000.0
Arunachal Pradesh,Itanagar,Naharlagun,2065,2,2,0,5,Builder Floor,Semi-Furnished,2,13,6499000.0
Chhattisgarh,Raipur,Shankar Nagar,2759,1,1,0,5,Apartment,Semi-Furnished,23,25,16233000.0
Goa,Margao,Fatorda,1095,2,2,0,5,Apartment,Furnished,7,8,7580000.0
Ladakh,Leh,Skara,1845,1,2,2,1,Apartment,Unfurnished,5,6,7056000.0
Haryana,Gurugram,DLF Phase 1,350,2,3,1,5,Apartment,Unfurnished,4,9,5430000.0
Haryana,Gurugram,Sohna Road,752,2,2,1,8,Apartment,Semi-Furnished,12,13,4661000.0
Himachal Pradesh,Shimla,Sanjauli,672,5,4,1,2,Builder Floor,Semi-Furnished,5,23,3445000.0
Karnataka,Bengaluru,Whitefield,971,1,2,1,2,Apartment,Furnished,11,16,8646000.0
Uttar Pradesh,Noida,Sector 18,2048,3,4,0,12,Apartment,Semi-Furnished,22,23,18435000.0
Sikkim,Gangtok,MG Marg,1041,2,2,0,5,Apartment,Furnished,18,29,9410000.0
Maharashtra,Nagpur,Civil Lines,939,2,3,1,5,Builder Floor,Semi-Furnished,17,18,6442000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,918,4,4,2,8,Apartment,Semi-Furnished,13,14,4868000.0
Jharkhand,Ranchi,Lalpur,1258,2,2,2,5,Independent House,Furnished,20,21,8489000.0
Maharashtra,Mumbai,Powai,1237,2,2,1,5,Apartment,Semi-Furnished,22,23,25075000.0
Odisha,Bhubaneswar,Chandrasekharpur,669,3,3,1,12,Independent House,Furnished,18,28,3770000.0
Madhya Pradesh,Bhopal,Arera Colony,1564,3,2,1,8,Independent House,Semi-Furnished,10,27,9351000.0
West Bengal,Kolkata,New Town,508,3,2,2,8,Independent House,Unfurnished,4,11,3296000.0
Maharashtra,Pune,Viman Nagar,948,1,1,1,1,Independent House,Unfurnished,5,8,10647000.0
Andhra Pradesh,Vijayawada,Benz Circle,1222,1,2,0,5,Villa,Semi-Furnished,3,15,7054000.0
Himachal Pradesh,Shimla,Chhota Shimla,1675,3,3,2,8,Builder Floor,Semi-Furnished,9,10,10609000.0
Assam,Guwahati,Dispur,1086,1,1,0,5,Independent House,Unfurnished,4,26,6961000.0
Uttar Pradesh,Kanpur,Civil Lines,1040,1,2,0,2,Villa,Furnished,18,19,9868000.0
Puducherry,Puducherry City,White Town,877,3,4,0,18,Apartment,Unfurnished,18,19,6471000.0
Gujarat,Ahmedabad,Bopal,817,5,5,2,25,Independent House,Furnished,16,25,4049000.0
Odisha,Bhubaneswar,Saheed Nagar,1238,2,1,1,5,Apartment,Unfurnished,4,9,6847000.0
Sikkim,Gangtok,MG Marg,2277,2,2,3,0,Builder Floor,Semi-Furnished,4,17,21664000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,2107,2,2,1,18,Apartment,Semi-Furnished,12,29,7821000.0
Maharashtra,Mumbai,Dadar,581,4,4,0,18,Independent House,Unfurnished,13,14,13328000.0
Madhya Pradesh,Bhopal,MP Nagar,1321,3,3,0,18,Builder Floor,Unfurnished,19,20,6424000.0
Arunachal Pradesh,Itanagar,Chandranagar,816,3,4,3,5,Apartment,Furnished,9,18,2543000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,866,3,2,1,8,Apartment,Unfurnished,23,24,4755000.0
Jharkhand,Ranchi,Harmu,1770,4,5,2,1,Apartment,Unfurnished,20,28,8839000.0
Assam,Guwahati,Zoo Road,583,2,3,1,8,Apartment,Semi-Furnished,4,11,3384000.0
Maharashtra,Pune,Hinjewadi,1436,1,1,2,5,Independent House,Unfurnished,6,24,11578000.0
Gujarat,Surat,Vesu,1106,3,2,2,18,Independent House,Furnished,7,15,7157000.0
Mizoram,Aizawl,Chanmari,806,2,2,2,1,Apartment,Semi-Furnished,9,27,2672000.0
West Bengal,Kolkata,New Town,608,2,3,2,5,Apartment,Unfurnished,0,18,4140000.0
Uttar Pradesh,Lucknow,Hazratganj,1036,1,1,2,8,Builder Floor,Unfurnished,20,21,8734000.0
Tamil Nadu,Chennai,Velachery,350,3,2,1,2,Villa,Unfurnished,0,11,3196000.0
West Bengal,Kolkata,Ballygunge,639,4,4,0,2,Independent House,Semi-Furnished,4,8,12254000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1097,3,4,2,0,Apartment,Semi-Furnished,10,11,5317000.0
Maharashtra,Mumbai,Andheri,1053,2,2,2,2,Villa,Semi-Furnished,2,3,31507000.0
Rajasthan,Udaipur,Fatehpura,1351,3,3,1,18,Independent House,Semi-Furnished,24,25,7745000.0
Chhattisgarh,Raipur,Shankar Nagar,731,4,3,2,1,Apartment,Unfurnished,10,15,4590000.0
Andhra Pradesh,Vijayawada,Benz Circle,2154,4,4,1,18,Apartment,Unfurnished,16,24,9873000.0
Delhi,New Delhi,Saket,727,5,4,2,1,Apartment,Unfurnished,13,14,15168000.0
Rajasthan,Jaipur,Vaishali Nagar,470,2,1,1,8,Apartment,Unfurnished,9,27,2300000.0
Goa,Panaji,Caranzalem,1322,5,5,1,25,Apartment,Semi-Furnished,4,20,10482000.0
Karnataka,Bengaluru,Koramangala,1098,4,4,1,18,Apartment,Unfurnished,21,22,10656000.0
West Bengal,Kolkata,Park Street,1353,2,1,1,2,Villa,Unfurnished,15,16,35951000.0
Tamil Nadu,Chennai,OMR,1751,2,2,0,25,Apartment,Unfurnished,15,16,8552000.0
Maharashtra,Mumbai,Borivali,1073,3,2,1,2,Apartment,Unfurnished,24,25,16558000.0
Rajasthan,Jaipur,Vaishali Nagar,1429,3,4,3,25,Independent House,Semi-Furnished,0,26,5521000.0
Andaman and Nicobar Islands,Port Blair,Haddo,548,2,2,2,18,Villa,Unfurnished,3,27,2596000.0
Maharashtra,Mumbai,Powai,1473,2,1,1,12,Builder Floor,Unfurnished,14,15,22437000.0
Punjab,Ludhiana,Sarabha Nagar,439,3,2,2,0,Apartment,Unfurnished,5,6,3111000.0
West Bengal,Kolkata,Salt Lake,2160,2,2,2,5,Apartment,Unfurnished,8,9,19314000.0
Gujarat,Ahmedabad,Satellite,1693,3,3,1,2,Apartment,Semi-Furnished,4,5,14112000.0
Tamil Nadu,Chennai,Anna Nagar,1163,5,6,1,25,Independent House,Unfurnished,2,16,9489000.0
Arunachal Pradesh,Itanagar,Ganga Market,1713,2,2,1,5,Independent House,Unfurnished,13,20,6505000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,350,3,3,2,12,Independent House,Unfurnished,1,11,2181000.0
Manipur,Imphal,Thangal Bazar,1201,3,3,3,5,Apartment,Furnished,16,27,4761000.0
Kerala,Kochi,Marine Drive,1419,3,4,0,5,Apartment,Furnished,16,17,17865000.0
Karnataka,Bengaluru,Electronic City,637,5,4,2,5,Villa,Unfurnished,0,6,5669000.0
Odisha,Bhubaneswar,Patia,808,2,2,1,25,Apartment,Unfurnished,0,12,3266000.0
Maharashtra,Mumbai,Borivali,1645,1,1,2,2,Villa,Semi-Furnished,8,14,40416000.0
Bihar,Patna,Bailey Road,1366,1,1,0,8,Independent House,Unfurnished,13,14,9644000.0
Haryana,Faridabad,Sector 15,1067,1,1,1,0,Builder Floor,Furnished,7,28,6413000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,429,2,2,2,8,Apartment,Unfurnished,17,26,2454000.0
Rajasthan,Udaipur,Fatehpura,534,4,4,2,5,Independent House,Semi-Furnished,22,23,3415000.0
Rajasthan,Udaipur,Fatehpura,1433,2,2,1,8,Independent House,Furnished,2,27,9769000.0
Bihar,Patna,Boring Road,350,2,2,2,1,Apartment,Unfurnished,8,16,2192000.0
Karnataka,Mysuru,Gokulam,1669,4,4,3,12,Apartment,Unfurnished,13,19,9131000.0
West Bengal,Kolkata,Ballygunge,1942,2,1,1,8,Villa,Unfurnished,19,20,34163000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1351,3,3,1,5,Builder Floor,Semi-Furnished,9,13,5821000.0
Gujarat,Ahmedabad,Vastrapur,1749,3,4,2,18,Independent House,Semi-Furnished,11,12,14924000.0
West Bengal,Kolkata,Ballygunge,569,4,3,1,12,Apartment,Unfurnished,11,22,7815000.0
Arunachal Pradesh,Itanagar,Naharlagun,1329,2,2,1,5,Builder Floor,Semi-Furnished,15,16,4065000.0
Madhya Pradesh,Bhopal,MP Nagar,1112,3,4,2,25,Builder Floor,Unfurnished,4,27,4701000.0
Kerala,Kochi,Edappally,1071,2,2,1,2,Independent House,Unfurnished,0,9,7683000.0
Odisha,Bhubaneswar,Chandrasekharpur,350,3,4,0,2,Apartment,Unfurnished,4,24,1604000.0
Haryana,Faridabad,Sector 15,1414,3,3,2,8,Apartment,Semi-Furnished,8,13,7954000.0
Chandigarh,Chandigarh City,Sector 9,718,4,4,0,8,Apartment,Unfurnished,1,21,6505000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,2470,3,4,0,0,Builder Floor,Unfurnished,5,27,16687000.0
Karnataka,Bengaluru,Koramangala,350,3,3,1,1,Independent House,Unfurnished,11,26,4976000.0
Nagaland,Kohima,Dimapur Road,1012,1,1,2,8,Apartment,Unfurnished,18,19,3100000.0
Kerala,Kochi,Kakkanad,945,2,2,1,18,Independent House,Semi-Furnished,5,19,5629000.0
Assam,Guwahati,Beltola,1301,3,3,1,1,Apartment,Furnished,19,20,7683000.0
Gujarat,Ahmedabad,Satellite,1527,1,1,2,2,Apartment,Semi-Furnished,4,5,12853000.0
Delhi,New Delhi,Dwarka,1633,2,2,2,1,Villa,Unfurnished,13,26,26050000.0
Karnataka,Bengaluru,Indiranagar,1279,4,4,2,5,Builder Floor,Semi-Furnished,17,18,19037000.0
Madhya Pradesh,Bhopal,MP Nagar,1554,2,1,1,18,Apartment,Unfurnished,7,9,7196000.0
Gujarat,Ahmedabad,Bopal,1659,2,2,1,0,Builder Floor,Furnished,12,13,10343000.0
Karnataka,Mysuru,Kuvempunagar,437,3,3,2,8,Independent House,Unfurnished,23,24,2308000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,1129,2,2,0,0,Builder Floor,Unfurnished,12,13,5228000.0
Assam,Guwahati,Khanapara,1272,2,2,2,18,Builder Floor,Furnished,19,20,4627000.0
Maharashtra,Mumbai,Andheri,350,3,3,3,5,Apartment,Semi-Furnished,20,28,8929000.0
Punjab,Chandigarh,Sector 22,1643,5,5,1,8,Independent House,Semi-Furnished,0,22,19002000.0
Bihar,Patna,Kankarbagh,819,1,1,1,5,Independent House,Unfurnished,24,25,4291000.0
Maharashtra,Mumbai,Borivali,623,3,2,1,5,Independent House,Unfurnished,13,14,9584000.0
Manipur,Imphal,Lamphelpat,785,2,1,1,5,Villa,Unfurnished,19,20,3350000.0
Meghalaya,Shillong,Laitumkhrah,1664,2,2,2,2,Builder Floor,Semi-Furnished,6,7,8803000.0
Karnataka,Bengaluru,Hebbal,1890,2,2,3,2,Independent House,Semi-Furnished,7,23,14942000.0
Manipur,Imphal,Lamphelpat,2086,2,3,1,8,Builder Floor,Semi-Furnished,8,9,6052000.0
Nagaland,Kohima,Dimapur Road,1041,3,2,1,2,Independent House,Unfurnished,19,20,3138000.0
Madhya Pradesh,Bhopal,Arera Colony,1994,4,5,1,5,Independent House,Unfurnished,23,24,12659000.0
Odisha,Bhubaneswar,Chandrasekharpur,642,3,4,1,8,Apartment,Furnished,1,9,3268000.0
Karnataka,Mysuru,Vijayanagar,538,4,3,2,8,Apartment,Unfurnished,7,15,2342000.0
Manipur,Imphal,Thangal Bazar,513,5,6,0,12,Apartment,Unfurnished,2,21,1542000.0
West Bengal,Kolkata,New Town,1170,4,4,3,12,Apartment,Unfurnished,12,20,7443000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1919,3,2,1,8,Apartment,Unfurnished,14,15,8911000.0
Uttar Pradesh,Lucknow,Alambagh,1641,4,3,1,5,Independent House,Unfurnished,24,25,8234000.0
Karnataka,Bengaluru,Indiranagar,1594,4,5,0,18,Apartment,Furnished,10,11,22194000.0
Madhya Pradesh,Bhopal,Arera Colony,498,2,3,2,12,Apartment,Unfurnished,12,26,2486000.0
Maharashtra,Mumbai,Borivali,1383,5,5,1,2,Apartment,Semi-Furnished,14,15,21709000.0
Uttar Pradesh,Noida,Sector 137,930,4,4,1,12,Apartment,Furnished,4,14,6221000.0
Karnataka,Mysuru,Gokulam,1330,2,2,2,2,Independent House,Unfurnished,11,16,8948000.0
Odisha,Bhubaneswar,Patia,1490,3,2,1,0,Apartment,Semi-Furnished,3,4,9245000.0
Tripura,Agartala,Banamalipur,1945,2,3,1,0,Apartment,Unfurnished,18,29,7862000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,1454,4,4,0,8,Villa,Semi-Furnished,13,14,8940000.0
Bihar,Patna,Kankarbagh,2002,3,2,2,8,Apartment,Unfurnished,24,25,8665000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,350,1,1,1,5,Apartment,Furnished,10,16,2127000.0
Gujarat,Ahmedabad,Navrangpura,690,1,1,1,12,Apartment,Semi-Furnished,23,24,5754000.0
Delhi,New Delhi,Vasant Vihar,473,2,1,3,18,Builder Floor,Unfurnished,18,19,11020000.0
Assam,Guwahati,Beltola,1792,2,2,2,1,Apartment,Unfurnished,15,16,10248000.0
Haryana,Gurugram,DLF Phase 1,1050,2,2,3,1,Apartment,Unfurnished,8,9,14969000.0
Karnataka,Mysuru,Vijayanagar,1083,3,2,1,8,Independent House,Furnished,19,20,6300000.0
Maharashtra,Mumbai,Powai,1082,4,5,1,8,Villa,Unfurnished,11,28,31500000.0
Maharashtra,Nagpur,Dharampeth,751,3,4,1,5,Apartment,Semi-Furnished,15,16,5171000.0
Tamil Nadu,Chennai,Anna Nagar,1674,3,3,1,2,Apartment,Furnished,17,18,24096000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,2260,2,1,1,2,Apartment,Furnished,21,22,11502000.0
Tamil Nadu,Coimbatore,RS Puram,1255,1,1,0,12,Villa,Semi-Furnished,10,25,10268000.0
Telangana,Hyderabad,Banjara Hills,609,3,3,3,8,Builder Floor,Unfurnished,5,19,9350000.0
Jharkhand,Ranchi,Lalpur,1465,5,5,1,2,Villa,Unfurnished,9,18,10500000.0
Himachal Pradesh,Shimla,Mall Road,2634,2,3,1,8,Independent House,Semi-Furnished,7,12,28261000.0
Haryana,Faridabad,Greenfield Colony,1738,1,1,0,25,Apartment,Unfurnished,21,22,7051000.0
Maharashtra,Pune,Kothrud,1846,2,2,0,5,Independent House,Unfurnished,5,18,17037000.0
Punjab,Ludhiana,Sarabha Nagar,1421,2,2,1,0,Independent House,Furnished,9,10,10787000.0
Uttar Pradesh,Noida,Sector 18,1033,5,5,3,0,Independent House,Semi-Furnished,24,25,12000000.0
Uttar Pradesh,Lucknow,Hazratganj,2300,1,1,2,25,Builder Floor,Unfurnished,11,27,13832000.0
Madhya Pradesh,Bhopal,MP Nagar,1774,2,3,1,5,Apartment,Furnished,14,23,13990000.0
Madhya Pradesh,Indore,Palasia,1681,4,3,2,1,Builder Floor,Semi-Furnished,12,20,11593000.0
Uttarakhand,Dehradun,Race Course,1273,3,2,0,8,Apartment,Unfurnished,24,26,8606000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,1572,3,4,2,18,Apartment,Furnished,7,20,8489000.0
Tripura,Agartala,Banamalipur,1424,3,3,2,12,Apartment,Furnished,2,11,4465000.0
Haryana,Faridabad,Sector 15,2223,1,1,1,5,Apartment,Unfurnished,5,24,12396000.0
Uttar Pradesh,Lucknow,Hazratganj,973,1,2,1,1,Apartment,Semi-Furnished,21,22,9029000.0
Haryana,Gurugram,Sector 49,1150,4,5,2,8,Villa,Unfurnished,9,28,13016000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,636,3,4,2,2,Apartment,Furnished,13,14,4010000.0
Manipur,Imphal,Lamphelpat,404,2,3,2,18,Apartment,Semi-Furnished,3,17,947000.0
Telangana,Hyderabad,Banjara Hills,1350,4,5,1,2,Apartment,Unfurnished,11,17,17113000.0
Maharashtra,Nagpur,Civil Lines,876,3,3,0,5,Independent House,Unfurnished,14,15,6524000.0
Gujarat,Surat,City Light,1500,2,1,1,12,Apartment,Furnished,14,24,11190000.0
Gujarat,Ahmedabad,Vastrapur,557,5,4,1,0,Builder Floor,Semi-Furnished,3,9,5159000.0
West Bengal,Kolkata,New Town,394,4,5,3,8,Apartment,Unfurnished,7,8,2590000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1721,2,3,1,12,Apartment,Semi-Furnished,8,28,7622000.0
Kerala,Kochi,Edappally,1705,3,2,2,0,Apartment,Furnished,15,16,11850000.0
Arunachal Pradesh,Itanagar,Naharlagun,350,2,2,1,5,Apartment,Unfurnished,20,21,1147000.0
Telangana,Hyderabad,Gachibowli,1007,3,2,1,5,Apartment,Unfurnished,15,16,8486000.0
Chhattisgarh,Raipur,Telibandha,902,2,1,3,1,Independent House,Unfurnished,9,22,3978000.0
West Bengal,Kolkata,Ballygunge,1118,2,2,1,2,Independent House,Semi-Furnished,4,9,18164000.0
Andaman and Nicobar Islands,Port Blair,Haddo,1582,3,3,2,25,Apartment,Semi-Furnished,5,10,5745000.0
Rajasthan,Jaipur,C Scheme,617,1,2,2,18,Apartment,Unfurnished,13,26,3487000.0
Chhattisgarh,Raipur,Shankar Nagar,1169,5,6,0,8,Builder Floor,Unfurnished,1,27,5109000.0
Andhra Pradesh,Vijayawada,Auto Nagar,957,4,4,2,1,Villa,Unfurnished,22,29,5413000.0
Assam,Guwahati,Khanapara,1644,4,4,1,18,Apartment,Furnished,1,17,5282000.0
West Bengal,Kolkata,Salt Lake,2612,2,2,0,5,Apartment,Semi-Furnished,5,8,23669000.0
Maharashtra,Pune,Koregaon Park,1224,3,3,1,1,Apartment,Unfurnished,2,9,17822000.0
Telangana,Hyderabad,Kukatpally,2490,3,2,0,25,Apartment,Unfurnished,6,7,9180000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,1015,4,5,1,2,Apartment,Unfurnished,8,23,4535000.0
Chhattisgarh,Raipur,Telibandha,2018,2,2,1,8,Apartment,Unfurnished,7,19,8580000.0
Chandigarh,Chandigarh City,Sector 44,1049,1,2,2,2,Independent House,Furnished,4,5,11108000.0
Punjab,Ludhiana,Model Town,1390,1,1,1,12,Apartment,Unfurnished,4,16,6624000.0
Manipur,Imphal,Lamphelpat,350,3,2,1,5,Villa,Unfurnished,11,12,1443000.0
Madhya Pradesh,Indore,Rau,1092,4,4,3,2,Builder Floor,Semi-Furnished,10,20,4530000.0
Maharashtra,Pune,Hinjewadi,1643,2,3,0,18,Independent House,Unfurnished,0,26,11591000.0
Nagaland,Kohima,Dimapur Road,350,2,2,0,18,Apartment,Semi-Furnished,9,25,1049000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,350,2,2,0,2,Builder Floor,Unfurnished,24,25,1954000.0
Maharashtra,Pune,Wakad,1098,2,3,1,18,Apartment,Furnished,12,13,6202000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,1521,3,2,2,1,Builder Floor,Unfurnished,0,19,7606000.0
Assam,Guwahati,Zoo Road,2057,4,4,1,2,Apartment,Unfurnished,7,10,11406000.0
Rajasthan,Jaipur,Vaishali Nagar,1295,1,1,3,5,Apartment,Unfurnished,17,25,6303000.0
Chhattisgarh,Raipur,Telibandha,1374,5,6,1,1,Apartment,Unfurnished,18,23,5919000.0
Maharashtra,Pune,Kothrud,609,1,2,2,8,Apartment,Furnished,6,16,6040000.0
Haryana,Gurugram,Golf Course Road,1110,2,1,1,8,Apartment,Unfurnished,20,21,19320000.0
Maharashtra,Pune,Viman Nagar,1208,3,3,2,12,Builder Floor,Semi-Furnished,17,18,9929000.0
Punjab,Ludhiana,Model Town,1215,1,1,0,2,Independent House,Furnished,9,23,9037000.0
Karnataka,Bengaluru,Electronic City,773,3,4,3,0,Apartment,Furnished,4,24,6271000.0
Manipur,Imphal,Lamphelpat,1371,3,3,1,18,Independent House,Unfurnished,4,17,3350000.0
Maharashtra,Pune,Kothrud,1456,2,3,3,5,Apartment,Unfurnished,4,11,11578000.0
Sikkim,Gangtok,MG Marg,2693,1,1,0,5,Villa,Furnished,0,1,28694000.0
Andhra Pradesh,Vijayawada,Governorpet,814,2,3,1,2,Apartment,Unfurnished,7,8,3343000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,1701,3,3,1,5,Apartment,Semi-Furnished,14,20,10917000.0
Sikkim,Gangtok,MG Marg,1754,3,4,1,5,Builder Floor,Semi-Furnished,18,26,16081000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,498,3,3,1,18,Apartment,Semi-Furnished,19,20,1909000.0
Chhattisgarh,Raipur,Civil Lines,533,2,3,1,5,Apartment,Semi-Furnished,0,4,2488000.0
Telangana,Hyderabad,Kukatpally,1224,3,4,3,8,Apartment,Semi-Furnished,5,21,7297000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,1444,4,4,0,1,Independent House,Furnished,11,12,8553000.0
Tamil Nadu,Chennai,Anna Nagar,1570,3,4,0,18,Independent House,Unfurnished,19,20,14793000.0
Uttar Pradesh,Noida,Sector 62,350,4,5,1,8,Independent House,Furnished,14,15,2761000.0
Sikkim,Gangtok,Tadong,525,4,3,1,25,Villa,Semi-Furnished,15,25,3235000.0
Uttar Pradesh,Lucknow,Alambagh,862,2,2,2,0,Apartment,Unfurnished,16,17,4777000.0
Delhi,New Delhi,Dwarka,659,3,4,1,1,Independent House,Unfurnished,13,14,9127000.0
Assam,Guwahati,Khanapara,1442,4,4,1,5,Independent House,Unfurnished,21,22,6031000.0
Himachal Pradesh,Shimla,Mall Road,2771,3,3,3,8,Independent House,Furnished,5,26,31793000.0
Tripura,Agartala,Akhaura Road,1102,3,2,2,25,Apartment,Unfurnished,3,14,2766000.0
Lakshadweep,Kavaratti,Kavaratti Town,805,2,2,1,8,Apartment,Semi-Furnished,3,7,2906000.0
Mizoram,Aizawl,Dawrpui,556,3,2,1,5,Independent House,Semi-Furnished,15,16,1836000.0
Tamil Nadu,Coimbatore,Peelamedu,2113,2,3,2,5,Apartment,Unfurnished,14,22,11105000.0
Maharashtra,Mumbai,Borivali,1508,3,2,1,8,Apartment,Unfurnished,10,16,20358000.0
Madhya Pradesh,Bhopal,MP Nagar,1351,2,2,2,5,Builder Floor,Furnished,0,4,8877000.0
Tamil Nadu,Chennai,Anna Nagar,943,2,2,2,2,Independent House,Furnished,15,19,12387000.0
Rajasthan,Jaipur,Malviya Nagar,1143,2,3,1,5,Builder Floor,Semi-Furnished,22,27,6967000.0
West Bengal,Kolkata,Salt Lake,424,2,1,3,5,Apartment,Semi-Furnished,4,14,3669000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1291,2,1,0,5,Apartment,Semi-Furnished,24,25,5490000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,729,3,2,0,25,Apartment,Unfurnished,21,22,2917000.0
West Bengal,Kolkata,New Town,350,2,3,1,5,Villa,Unfurnished,20,21,3523000.0
Madhya Pradesh,Indore,Vijay Nagar,1380,4,5,2,1,Villa,Unfurnished,19,20,11571000.0
Uttar Pradesh,Lucknow,Hazratganj,632,4,4,1,12,Apartment,Semi-Furnished,18,19,4968000.0
Maharashtra,Nagpur,Civil Lines,2135,3,2,1,12,Apartment,Unfurnished,7,8,12966000.0
Madhya Pradesh,Bhopal,MP Nagar,1703,2,2,1,8,Villa,Unfurnished,11,17,13327000.0
Sikkim,Gangtok,Tadong,1501,1,1,0,0,Apartment,Unfurnished,6,23,7453000.0
Tamil Nadu,Chennai,Adyar,1374,2,3,1,12,Apartment,Semi-Furnished,1,5,20465000.0
West Bengal,Kolkata,Ballygunge,974,1,1,2,1,Apartment,Unfurnished,5,18,14791000.0
Delhi,New Delhi,Vasant Vihar,525,2,2,0,2,Villa,Semi-Furnished,3,4,18187000.0
West Bengal,Kolkata,Salt Lake,507,3,3,0,8,Apartment,Unfurnished,20,21,4872000.0
Puducherry,Puducherry City,White Town,1387,4,4,2,8,Apartment,Unfurnished,16,17,12835000.0
Punjab,Ludhiana,Model Town,1381,4,5,3,2,Apartment,Unfurnished,21,22,8909000.0
Tamil Nadu,Chennai,Velachery,936,4,4,0,12,Independent House,Unfurnished,0,23,7993000.0
Goa,Margao,Fatorda,1551,1,1,1,1,Builder Floor,Semi-Furnished,8,9,11901000.0
Kerala,Kochi,Edappally,1207,2,2,1,8,Independent House,Unfurnished,13,14,9338000.0
Rajasthan,Jaipur,C Scheme,1224,4,4,2,12,Builder Floor,Unfurnished,21,22,9185000.0
Sikkim,Gangtok,MG Marg,1758,2,1,2,1,Villa,Semi-Furnished,16,24,23653000.0
Bihar,Patna,Bailey Road,944,2,2,1,2,Independent House,Furnished,21,28,7992000.0
Telangana,Hyderabad,Kondapur,1751,2,2,1,5,Villa,Semi-Furnished,17,18,19118000.0
Madhya Pradesh,Bhopal,Arera Colony,2454,3,2,1,25,Builder Floor,Unfurnished,6,14,9156000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1171,4,5,1,8,Builder Floor,Unfurnished,23,24,4707000.0
Tamil Nadu,Coimbatore,RS Puram,1078,2,2,3,18,Builder Floor,Furnished,15,25,6692000.0
Tamil Nadu,Chennai,Anna Nagar,1409,5,5,1,1,Apartment,Furnished,1,18,19109000.0
Tripura,Agartala,Banamalipur,350,2,2,1,0,Builder Floor,Semi-Furnished,12,13,1402000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1459,5,5,2,8,Apartment,Furnished,19,20,6323000.0
Telangana,Hyderabad,Kondapur,1996,2,1,1,5,Villa,Unfurnished,15,26,20888000.0
